기간,지역,HS코드,품목명,수출건수,수출금액,수입건수,수입금액,무역수지
2025,대전광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,1410,382218,1345,266874,115344
2025,대전광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,21,110,2665,24348,-24238
2025,대전광역시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0,0,40,2034,-2034
2025,대전광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,70,528,269,1876,-1348
2025,대전광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,1084,13921,1435,254590,-240668
2025,대전광역시,29,유기화학품,718,10385,4710,333028,-322643
2025,대전광역시,30,의료용품,894,35599,23946,19228,16371
2025,대전광역시,31,비료,97,2559,151,1140,1419
2025,대전광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,758,27181,1311,15007,12175
2025,대전광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,7386,186354,115353,17255,169100
2025,대전광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,990,27566,19660,6303,21263
2025,대전광역시,35,단백질계물질변성전분글루(glue)효소,1577,44689,2233,12249,32440
2025,대전광역시,36,화약류화공품성냥발화성합금특정가연성조제품,0,0,25,83,-83
2025,대전광역시,37,사진용이나영화용재료,118,1237,116,215,1022
2025,대전광역시,38,각종화학공업생산품,3265,195347,5158,36152,159195
2025,대전광역시,39,플라스틱과그제품,5048,128638,85289,91670,36968
2025,대전광역시,40,고무와그제품,1722,24653,6282,19254,5399
2025,대전광역시,41,원피(모피는제외한다)와가죽,9,148,24,83,65
2025,대전광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,188,170,56444,13691,-13522
2025,대전광역시,43,모피ㆍ인조모피와이들의제품,2,8,49,22,-14
2025,대전광역시,44,목재와그제품목탄,23,242,2304,6509,-6267
2025,대전광역시,45,코르크(cork)와그제품,0,0,19,18,-18
2025,대전광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0,0,225,28,-28
2025,대전광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],0,0,94,9868,-9868
2025,대전광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,7146,324654,12062,68271,256383
2025,대전광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,360,150,10500,10626,-10476
2025,대전광역시,50,견,1,4,13,1,3
2025,대전광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,0,0,131,66,-66
2025,대전광역시,52,면,93,2502,434,11828,-9326
2025,대전광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,0,0,24,85,-85
2025,대전광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,2406,44390,312,3160,41230
2025,대전광역시,55,인조스테이플섬유,55,1140,218,2223,-1083
2025,대전광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,1267,51094,3411,7094,44001
2025,대전광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,15,384,1394,731,-347
2025,대전광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,2,1,1390,411,-410
2025,대전광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,86,1976,826,9107,-7131
2025,대전광역시,60,메리야스편물과뜨개질편물,6,15,96,233,-218
2025,대전광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),218,347,61633,13160,-12813
2025,대전광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),161,600,100129,22072,-21472
2025,대전광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,949,3328,23452,11795,-8468
2025,대전광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,346,3340,91357,23517,-20177
2025,대전광역시,65,모자류와그부분품,76,25,9409,2126,-2101
2025,대전광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,8,0,2041,553,-553
2025,대전광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,1,1,4070,819,-818
2025,대전광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,233,3759,1915,13030,-9271
2025,대전광역시,69,도자제품,106,1013,4747,6244,-5232
2025,대전광역시,70,유리와유리제품,142,449,6916,32403,-31953
2025,대전광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,104,685,17806,3863,-3178
2025,대전광역시,72,철강,121,9162,912,43741,-34579
2025,대전광역시,73,철강의제품,3519,49352,30826,60618,-11266
2025,대전광역시,74,구리와그제품,95,869,1879,8712,-7843
2025,대전광역시,75,니켈과그제품,35,541,174,6758,-6218
2025,대전광역시,76,알루미늄과그제품,736,10303,4722,119703,-109400
2025,대전광역시,78,납과그제품,795,3287,115,985,2301
2025,대전광역시,79,아연과그제품,4,3,418,83,-80
2025,대전광역시,80,주석과그제품,2,3304,9,4,3300
2025,대전광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,201,10660,299,74520,-63860
2025,대전광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,1080,5382,19448,5908,-526
2025,대전광역시,83,비금속(卑金屬)으로만든각종제품,610,2308,6797,4400,-2092
2025,대전광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,16874,1212518,79478,578254,634264
2025,대전광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,19787,959749,208024,760687,199061
2025,대전광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,9,1220,77,50466,-49246
2025,대전광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,9625,419791,12857,105695,314096
2025,대전광역시,88,항공기와우주선이들의부분품,38,313600,572,26169,287430
2025,대전광역시,89,선박과수상구조물,5,117,16,11120,-11002
2025,대전광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,10840,373764,49138,333916,39848
2025,대전광역시,91,시계와그부분품,15,17,6945,1094,-1077
2025,대전광역시,92,악기와그부분품과부속품,5,4,1473,540,-536
2025,대전광역시,93,무기ㆍ총포탄과이들의부분품과부속품,2,20,209,692,-672
2025,대전광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,579,4113,19471,30949,-26835
2025,대전광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,4065,5393,36721,18050,-12657
2025,대전광역시,96,잡품,1346,23418,28726,4429,18989
2025,대전광역시,97,예술품ㆍ수집품ㆍ골동품,11,68,214,345,-278
2025,대전광역시,99,일시적입법;설치된간이수정에따른입법을트레이드한다;추가적수입제한농업인것의제22부에따른확립된것조정행위수정된것처럼,0,0,1,0,0
2026,대전광역시,01,살아있는동물,2,2,102,313,-311
2026,대전광역시,02,육과식용설육(屑肉),0,0,142,6097,-6097
2026,대전광역시,03,어류ㆍ갑각류ㆍ연체동물과그밖의수생(水生)무척추동물,31,5555,4322,4840,715
2026,대전광역시,04,낙농품새의알천연꿀다른류로분류되지않은식용인동물성생산품,4,25,2749,4956,-4932
2026,대전광역시,05,다른류로분류되지않은동물성생산품,0,0,39,276,-276
2026,대전광역시,06,살아있는수목과그밖의식물인경(鱗莖)ㆍ뿌리와이와유사한물품절화(切花)와장식용잎,0,0,82,404,-404
2026,대전광역시,07,식용의채소ㆍ뿌리ㆍ괴경(塊莖),0,0,897,3515,-3515
2026,대전광역시,08,식용의과실과견과류감귤류ㆍ멜론의껍질,69,249,1140,513,-264
2026,대전광역시,09,커피ㆍ차ㆍ마테(maté)ㆍ향신료,1,1,4576,1520,-1518
2026,대전광역시,10,곡물,1,0,606,148274,-148274
2026,대전광역시,11,제분공업의생산품과맥아전분이눌린(inulin)밀의글루텐(gluten),30,454,808,2083,-1629
2026,대전광역시,12,채유(採油)에적합한종자와과실각종종자와과실공업용ㆍ의약용식물짚과사료용식물,39,638,1607,18693,-18054
2026,대전광역시,13,락(lac)검ㆍ수지ㆍ그밖의식물성수액과추출물(extract),56,458,370,526,-68
2026,대전광역시,14,식물성편조물(編組物)용재료와다른류로분류되지않은식물성생산품,0,0,37,408,-408
2026,대전광역시,15,동물성ㆍ식물성ㆍ미생물성지방과기름및이들의분해생산물조제한식용지방과동물성ㆍ식물성왁스,3,3,2715,1248,-1245
2026,대전광역시,16,육류ㆍ어류ㆍ갑각류ㆍ연체동물이나그밖의수생(水生)무척추동물또는곤충의조제품,20,218,5447,1137,-918
2026,대전광역시,17,당류(糖類)와설탕과자,30,134,26600,947,-813
2026,대전광역시,18,코코아와그조제품,0,0,10900,240,-240
2026,대전광역시,19,곡물ㆍ고운가루ㆍ전분ㆍ밀크의조제품과베이커리제품,170,2891,62469,1945,945
2026,대전광역시,20,채소ㆍ과실ㆍ견과류나식물의그밖의부분의조제품,366,18395,20519,5567,12828
2026,대전광역시,21,각종조제식료품,234,4885,284275,30311,-25426
2026,대전광역시,22,음료ㆍ주류ㆍ식초,57,1253,18770,6617,-5364
2026,대전광역시,23,식품공업에서생기는잔재물과웨이스트(waste)조제사료,61,832,1314,45159,-44326
2026,대전광역시,24,담배와제조한담배대용물연소시키지않고흡입하도록만들어진물품(니코틴을함유하였는지에상관없다)니코틴을함유한그밖의물품으로인체내에니코틴을흡수시키도록만들어진것,565,221880,637,121140,100739
2026,대전광역시,25,소금황토석류(土石類)석고ㆍ석회ㆍ시멘트,18,74,1345,11687,-11612
2026,대전광역시,26,광(鑛)ㆍ슬래그(slag)ㆍ회(灰),0,0,14,886,-886
2026,대전광역시,27,광물성연료ㆍ광물유(鑛物油)와이들의증류물역청(瀝靑)물질광물성왁스,26,224,142,1012,-788
2026,대전광역시,28,무기화학품귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의유기화합물이나무기화합물,560,13168,770,199467,-186299
2026,대전광역시,29,유기화학품,400,3798,2445,200080,-196282
2026,대전광역시,30,의료용품,570,17007,11345,10119,6888
2026,대전광역시,31,비료,32,600,77,680,-80
2026,대전광역시,32,유연용ㆍ염색용추출물(extract)탄닌과이들의유도체염료ㆍ안료와그밖의착색제페인트ㆍ바니시(varnish)퍼티(putty)와그밖의매스틱(mastic)잉크,337,10663,584,10624,39
2026,대전광역시,33,정유(essentialoil)와레지노이드(resinoid)조제향료와화장품ㆍ화장용품,4757,96085,56925,9879,86206
2026,대전광역시,34,비누ㆍ유기계면활성제ㆍ조제세제ㆍ조제윤활제ㆍ인조왁스ㆍ조제왁스ㆍ광택용이나연마용조제품ㆍ양초와이와유사한물품ㆍ조형용페이스트(paste)ㆍ치과용왁스와플라스터(plaster)를기본재료로한치과용조제품,735,7971,15379,3284,4687
2026,대전광역시,35,단백질계물질변성전분글루(glue)효소,811,23328,766,5969,17359
2026,대전광역시,36,화약류화공품성냥발화성합금특정가연성조제품,1,340,15,778,-437
2026,대전광역시,37,사진용이나영화용재료,50,467,70,49,419
2026,대전광역시,38,각종화학공업생산품,1444,75054,2916,20242,54812
2026,대전광역시,39,플라스틱과그제품,2739,70491,47193,52035,18456
2026,대전광역시,40,고무와그제품,970,12991,3370,10728,2263
2026,대전광역시,41,원피(모피는제외한다)와가죽,1,3,9,8,-5
2026,대전광역시,42,가죽제품마구여행용구ㆍ핸드백과이와유사한용기동물거트(gut)[누에의거트(gut)는제외한다]의제품,211,134,29909,7031,-6896
2026,대전광역시,43,모피ㆍ인조모피와이들의제품,0,0,24,8,-8
2026,대전광역시,44,목재와그제품목탄,12,41,1478,2667,-2627
2026,대전광역시,45,코르크(cork)와그제품,0,0,9,6,-6
2026,대전광역시,46,짚ㆍ에스파르토(esparto)나그밖의조물재료의제품바구니세공물(basketware)과지조세공물(枝條細工物),0,0,127,24,-24
2026,대전광역시,47,목재나그밖의섬유질셀룰로오스재료의펄프회수한종이ㆍ판지[웨이스트(waste)와스크랩(scrap)],0,0,41,3717,-3717
2026,대전광역시,48,종이와판지제지용펄프ㆍ종이ㆍ판지의제품,3468,177993,6719,38305,139688
2026,대전광역시,49,인쇄서적ㆍ신문ㆍ회화ㆍ그밖의인쇄물수제(手製)문서ㆍ타자문서ㆍ도면,159,709,5271,2865,-2156
2026,대전광역시,50,견,0,0,6,0,0
2026,대전광역시,51,양모ㆍ동물의부드러운털이나거친털ㆍ말의털로만든실과직물,5,0,58,36,-36
2026,대전광역시,52,면,4,45,208,5449,-5404
2026,대전광역시,53,그밖의식물성방직용섬유종이실(paperyarn)과종이실로만든직물,0,0,13,35,-35
2026,대전광역시,54,인조필라멘트인조방직용섬유재료의스트립(strip)과이와유사한것,1223,18688,195,1301,17387
2026,대전광역시,55,인조스테이플섬유,6,309,125,1927,-1618
2026,대전광역시,56,워딩(wadding)ㆍ펠트(felt)ㆍ부직포특수사끈ㆍ배의밧줄(cordage)ㆍ로프ㆍ케이블과이들의제품,459,14081,2033,7544,6537
2026,대전광역시,57,양탄자류와그밖의방직용섬유로만든바닥깔개,14,154,789,518,-364
2026,대전광역시,58,특수직물터프트(tuft)한직물레이스태피스트리(tapestry)트리밍(trimming)자수천,1,1,630,520,-519
2026,대전광역시,59,침투ㆍ도포ㆍ피복하거나적층한방직용섬유의직물공업용인방직용섬유제품,89,1705,374,3632,-1927
2026,대전광역시,60,메리야스편물과뜨개질편물,2,3,30,109,-106
2026,대전광역시,61,의류와그부속품(메리야스편물이나뜨개질편물로한정한다),513,260,29647,5546,-5287
2026,대전광역시,62,의류와그부속품(메리야스편물이나뜨개질편물은제외한다),617,422,46341,9424,-9002
2026,대전광역시,63,제품으로된방직용섬유의그밖의물품세트사용하던의류ㆍ방직용섬유제품넝마,269,1337,12036,4593,-3256
2026,대전광역시,64,신발류ㆍ각반과이와유사한것이들의부분품,1674,2839,46641,10150,-7311
2026,대전광역시,65,모자류와그부분품,107,56,4377,1388,-1332
2026,대전광역시,66,산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용채찍과이들의부분품,3,1,914,223,-222
2026,대전광역시,67,조제깃털ㆍ솜털과그제품조화사람머리카락으로된제품,0,0,2109,503,-503
2026,대전광역시,68,돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나이와유사한재료의제품,152,2851,843,5904,-3053
2026,대전광역시,69,도자제품,51,868,2334,4414,-3546
2026,대전광역시,70,유리와유리제품,102,439,4137,11074,-10635
2026,대전광역시,71,천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을입힌금속과이들의제품모조신변장식용품주화,36,169,9502,2564,-2395
2026,대전광역시,72,철강,55,3890,427,20552,-16662
2026,대전광역시,73,철강의제품,1874,21391,15109,27463,-6071
2026,대전광역시,74,구리와그제품,61,941,985,4614,-3673
2026,대전광역시,75,니켈과그제품,20,185,89,3115,-2931
2026,대전광역시,76,알루미늄과그제품,339,3744,2347,59261,-55516
2026,대전광역시,78,납과그제품,382,278,67,455,-177
2026,대전광역시,79,아연과그제품,8,12,202,12,0
2026,대전광역시,80,주석과그제품,1,2,3,11,-9
2026,대전광역시,81,그밖의비금속(卑金屬)서멧(cermet)이들의제품,99,2315,160,34962,-32647
2026,대전광역시,82,비금속(卑金屬)으로만든공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크이들의부분품,528,2236,9681,3009,-773
2026,대전광역시,83,비금속(卑金屬)으로만든각종제품,281,1371,4026,2302,-931
2026,대전광역시,84,원자로ㆍ보일러ㆍ기계류와이들의부분품,8505,542918,37505,514649,28268
2026,대전광역시,85,전기기기와그부분품녹음기ㆍ음성재생기ㆍ텔레비전의영상과음성의기록기ㆍ재생기와이들의부분품ㆍ부속품,10178,476246,99910,313038,163207
2026,대전광역시,86,철도용이나궤도용기관차ㆍ차량과이들의부분품철도용이나궤도용장비품과그부분품기계식(전기기계식을포함한다)각종교통신호용기기,5,297,22,14754,-14458
2026,대전광역시,87,철도용이나궤도용외의차량과그부분품ㆍ부속품,4457,207298,5847,48203,159095
2026,대전광역시,88,항공기와우주선이들의부분품,30,1391,238,9762,-8372
2026,대전광역시,89,선박과수상구조물,1,23,8,144,-121
2026,대전광역시,90,광학기기ㆍ사진용기기ㆍ영화용기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용기기이들의부분품과부속품,5361,199277,29314,187180,12097
2026,대전광역시,91,시계와그부분품,4,7,3508,574,-567
2026,대전광역시,92,악기와그부분품과부속품,1,0,643,259,-258
2026,대전광역시,93,무기ㆍ총포탄과이들의부분품과부속품,9,263296,75,1630,261666
2026,대전광역시,94,가구침구ㆍ매트리스ㆍ매트리스서포트(mattresssupport)ㆍ쿠션과이와유사한물품다른류로분류되지않은조명기구조명용사인ㆍ조명용네임플레이트(name-plate)와이와유사한물품조립식건축물,261,3415,8904,15934,-12519
2026,대전광역시,95,완구ㆍ게임용구ㆍ운동용구와이들의부분품과부속품,1065,2085,21415,9427,-7342
2026,대전광역시,96,잡품,648,12207,13559,2009,10197
2026,대전광역시,97,예술품ㆍ수집품ㆍ골동품,4,47,116,956,-909
